company_name,yes_percentage,no_percentage
arag,86.48648648648648,6.2310542270124625
axa,47.91666666666667,41.68113928447377
barmenia,62,29.00763358778626
dkv,57.06214689265536,32.47000893094209
ergo,83.62068965517241,9.518051476939023
generali,64.77987421383648,25.024591776509936
huk-coburg,54.347826086956516,35.24261218533382
r+v,69.79166666666666,22.155021486551014
sdk,65.95744680851064,20.00532056397978
signal_iduna_group,62,29.00763358778626
Overall,63.03526448362721,36.96473552
